"id","original_title","popularity","video","adult","imdb_id","backdrop_path","belongs_to_collection","budget","homepage","original_language","overview","poster_path","release_date","revenue","runtime","status","tagline","title","vote_average","vote_count"
500664,Upgrade,67.369,false,false,tt6499752,/qUAGip3XiaVN668WXF2iyukWgUu.jpg,,5000000,http://www.upgrade.movie,en,"A brutal mugging leaves Grey Trace paralyzed in the hospital and his beloved wife dead. A billionaire inventor soon offers Trace a cure — an artificial intelligence implant called STEM that will enhance his body. Now able to walk, Grey finds that he also has superhuman strength and agility — skills he uses to seek revenge against the thugs who destroyed his life.",/8fDtXi6gVw8WUMWGT9XFz7YwkuE.jpg,"2018-06-01",16593554,100,Released,Not man. Not machine. More.,Upgrade,,
492606,Game of Thrones - Conquest & Rebellion: An Animated History of the Seven Kingdoms,50.162,true,false,tt7937220,/masCZracUmRKVDFovPoFo9ePNry.jpg,,0,null,en,HBO`s animated history of Westeros brings to life all the events that shaped the Seven Kingdoms in the thousands of years before Game of Thrones` story begins.,/b3HXxFnhy0pamuDY9rqJ4mk7L1t.jpg,"2017-12-12",0,45,Released,null,Game of Thrones - Conquest & Rebellion: An Animated History of the Seven Kingdoms,,
496243,기생충,94.368,false,false,tt6751668,/TU9NIjwzjoKPwQHoHshkFcQUCG.jpg,,11363000,https://www.parasite-movie.com/,ko,"All unemployed, Ki-taek`s family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,"2019-05-30",257591776,133,Released,Act like you own the place.,Parasite,,
495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),126.813,false,false,tt7713068,/jiqD14fg7UTZOT6qgvzTmfRYpWI.jpg,,75000000,http://www.birdsofpreymovie.net,en,"Harley Quinn joins forces with a singer, an assassin and a police detective to help a young girl who had a hit placed on her after she stole a rare diamond from a crime lord.",/h4VB6m0RwcicVEZvzftYZyKXs6K.jpg,"2020-02-05",201858461,109,Released,Mind Over Mayhem,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),,
506680,Unbroken: Path to Redemption,57.094,false,false,tt7339792,/6nh02WC31a5Sg3HqK21JY1nHqFo.jpg,,0,https://unbrokenfilm.com/,en,"Zamperini returns to California where he wound up marrying Cynthia Applewhite while wrestling with untreated PTSD, suffering constant nightmares, angry, bitter and deeply depressed, his wife convinces Zamperini to attend the 1949 Billy Graham Crusade.",/x0anYeapUCJFjYmTaDHP00CaYEB.jpg,"2018-09-14",0,98,Released,"When the war ended, the battle began.",Unbroken: Path to Redemption,,
503736,Army of the Dead,238.75,false,false,tt0993840,/c0izdYdnTe4uMRifHgvTA85wPz0.jpg,,0,https://www.netflix.com/title/81046394,en,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",/z8CExJekGrEThbpMXAmCFvvgoJR.jpg,"2021-05-14",780000,148,Released,Survivors take all.,Army of the Dead,,
501929,The Mitchells vs. the Machines,67.985,false,false,tt7979580,/6ydGnzbo8s4yRNqQWPAvVSiNU8N.jpg,,0,https://www.netflix.com/title/81399614,en,"A quirky, dysfunctional family`s road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity`s unlikeliest last hope.",/mI2Di7HmskQQ34kz0iau6J1vr70.jpg,"2021-04-22",0,114,Released,Saving the world can be a trip.,The Mitchells vs. the Machines,,
507086,Jurassic World Dominion,65.502,false,false,tt8041270,/flTnaBaW1UnQtzGEIoHR7C3OYfy.jpg,,0,null,en,null,/blO6k1NsYgPq4sQRZyWvi962FOo.jpg,"2022-06-01",0,0,Post Production,null,Jurassic World Dominion,,
505262,僕のヒーローアカデミア THE MOVIE ～2人の英雄～,251.862,false,false,tt7745068,/uicia399gyMGE1smatJ41M0CtFx.jpg,,12000000,https://heroaca-movie.com/2018/,ja,"All Might and Deku accept an invitation to go abroad to a floating and mobile manmade city, called `I-Island`, where they research quirks as well as hero supplemental items at the special `I-Expo` convention that is currently being held on the island. During that time, suddenly, despite an iron wall of security surrounding the island, the system is breached by a villain, and the only ones able to stop him are the students of Class 1-A.",/hC4nTxdhXqFWzgqynGvvXVMiMNp.jpg,"2018-08-03",31478826,96,Released,Who is your hero?,My Hero Academia: Two Heroes,,
512200,Jumanji: The Next Level,106.048,false,false,tt7975244,/zTxHf9iIOCqRbxvl8W5QYKrsMLq.jpg,,125000000,http://jumanjimovie.com,en,"As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.",/jyw8VKYEiM1UDzPB7NsisUgBeJ8.jpg,"2019-12-04",800059707,123,Released,null,Jumanji: The Next Level,,
509635,Alone,82.404,false,false,tt7711170,/obExOU9qDnMcxvWPumoD14oxup5.jpg,,0,https://www.thealonemovie.com/,en,"A recently widowed traveler is kidnapped by a cold blooded killer, only to escape into the wilderness where she is forced to battle against the elements as her pursuer closes in on her.",/n9OzZmPMnVrV0cMQ7amX0DtBkQH.jpg,"2020-09-10",0,98,Released,What are you running from?,Alone,,
511987,Crawl,65.354,false,false,tt8364368,/lm4xH0YwFbVvTgdtau1thNK5S6J.jpg,,13500000,http://crawlmovie.com,en,"When a huge hurricane hits her hometown in Florida, Haley ignores evacuation orders to look for her father. After finding him badly wounded, both are trapped by the flood. With virtually no time to escape the storm, they discover that rising water levels are the least of their problems.",/mKxpYRIrCZLxZjNqpocJ2RdQW8v.jpg,"2019-07-11",89203432,88,Released,They were here first,Crawl,,
522402,Finch,789.112,false,false,tt3420504,/oE6bhqqVFyIECtBzqIuvh6JdaB5.jpg,,0,https://tv.apple.com/movie/umc.cmc.47dkj9f2ho3h8dwxixflz65q5,en,"On a post-apocalyptic Earth, a robot, built to protect the life of his dying creator`s beloved dog, learns about life, love, friendship, and what it means to be human.",/jKuDyqx7jrjiR9cDzB5pxzhJAdv.jpg,"2021-11-04",0,115,Released,Take an unforgettable journey.,Finch,,
508442,Soul,238.881,false,false,tt2948372,/rQaHA74pevnGsxcKGaoZVGWe9TC.jpg,,150000000,https://www.disneyplus.com/movies/soul/77zlWrb9vRYp,en,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",/hm58Jw4Lw8OIeECIq5qyPYhAeRJ.jpg,"2020-12-25",136384442,101,Released,Is all this living really worth dying for?,Soul,,
512195,Red Notice,3249.19,false,false,tt7991608,/dK12GIdhGP6NPGFssK2Fh265jyr.jpg,,160000000,https://www.netflix.com/us/title/81161626,en,"An Interpol-issued Red Notice is a global alert to hunt and capture the world`s most wanted. But when a daring heist brings together the FBI`s top profiler and two rival criminals, there`s no telling what will happen.",/lAXONuqg41NwUMuzMiFvicDET9Y.jpg,"2021-11-04",178143,117,Released,Pro and cons.,Red Notice,,
511679,Héctor El Father: Conocerás la verdad,69.96,false,false,tt8271182,/chKGRT7RjkHWlU0hRFQeJMx2Bra.jpg,,0,null,es,"This autobiography of Hector Delgado runs from his childhood to become one of the greatest exponents of the urban genre, but the results of that life did not please him and led him to try to take his life  .After being victim of a firefight at a service station in Aguada, a city hall in Puerto Rico, he stopped earning at least two hundred American dollars for presentation and being ""devout of Jesus""",/tkP0FzEivLxsUYt8BlaL8Sh7ceY.jpg,"2018-03-22",0,90,Released,null,Héctor El Father: Conocerás la verdad,,
508947,Turning Red,54.331,false,false,tt8097030,/yk7pPA2ndBLPqLv0XpqxsJIXBrx.jpg,,0,null,en,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",/pRiJaaLetmKmhDZRkrz8oy80oyQ.jpg,"2022-03-09",0,0,Post Production,Growing up is a beast.,Turning Red,,
514710,ちいさな英雄－カニとタマゴと透明人間－,55.9,false,false,tt8223844,/doZDR89j4qSiVmkOioVvAXvLu91.jpg,,0,https://gkids.com/films/modest-heroes-ponoc-short-films-theatre-vol-1/,ja,"Two tiny, aquatic humanoids search for their missing father, a boy battles a lethal allergy to eggs, and an invisible salaryman tries to become a hero.",/5jURYLaG6BX0klRHsiHc3pzOlOm.jpg,"2018-08-24",0,54,Released,null,Modest Heroes,,
516052,銀河英雄伝説 Die Neue These 星乱 第一章,64.566,false,false,tt7401028,/uOjk9Yq8tD7eqTmsaJPLpWPDFOQ.jpg,,0,http://gineiden-anime.com/,ja,"In humanity`s distant future, two interstellar states-the monarchic Galactic Empire and the democratic Free Planets Alliance-are embroiled in a never-ending war. The story focuses on the exploits of rivals Reinhard von Müsel and Yang Wen Li as they rise to power and fame in the Galactic Empire and the Free Planets Alliance.",/zymHlQqgvqWdav52sbxJHo4MpYx.jpg,"2019-09-27",0,120,Released,null,The Legend of the Galactic Heroes: Die Neue These Seiran 1,,
508943,Luca,641.095,false,false,tt12801262,/620hnMVLu6RSZW6a5rwO8gqpt0t.jpg,,200000000,https://www.disneyplus.com/movies/luca/7K1HyQ6Hl16P,en,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,/jTswp6KyDYKtvC52GbHagrZbGvD.jpg,"2021-06-17",49010641,95,Released,null,Luca,,
520946,"100% Wolf",93.292,false,false,tt8774798,/7TxeZVg2evMG42p0uSbMJpWNQ8A.jpg,,0,https://www.screenaustralia.gov.au/the-screen-guide/t/100--wolf-2019/34581,en,"Freddy Lupin, heir to a proud family line of werewolves, is in for a shock when on his 14th birthday his first `warfing` goes awry, turning him into a ferocious poodle. The pack elders give Freddy until the next moonrise to prove he has the heart of a wolf, or risk being cast out forever. With the help of an unlikely ally in a streetwise stray named Batty, Freddy must prove he`s 100% Wolf.",/2VrvxK4yxNCU6KVgo5TADJeBEQu.jpg,"2020-06-26",4608579,96,Released,Every pack needs a leader!,"100% Wolf",,
522938,Rambo: Last Blood,70.16,false,false,tt1206885,/pAsZ0ifQwKTHVab8bCHHn2qtizE.jpg,,50000000,https://rambo.movie,en,"After fighting his demons for decades, John Rambo now lives in peace on his family ranch in Arizona, but his rest is interrupted when Gabriela, the granddaughter of his housekeeper María, disappears after crossing the border into Mexico to meet her biological father. Rambo, who has become a true father figure for Gabriela over the years, undertakes a desperate and dangerous journey to find her.",/kTQ3J8oTTKofAVLYnds2cHUz9KO.jpg,"2019-09-19",91490353,89,Released,Everyone has one more fight in them,Rambo: Last Blood,,
521029,Annabelle Comes Home,89.401,false,false,tt8350360,/dBt0DoFfbhOI4ypUfRj1uTq623M.jpg,,30000000,https://www.warnerbros.com/movies/annabelle-comes-home,en,"Determined to keep Annabelle from wreaking more havoc, demonologists Ed and Lorraine Warren bring the possessed doll to the locked artifacts room in their home, placing her “safely” behind sacred glass and enlisting a priest’s holy blessing. But an unholy night of horror awaits as Annabelle awakens the evil spirits in the room, who all set their sights on a new target—the Warrens` ten-year-old daughter, Judy, and her friends.",/qWsHMrbg9DsBY3bCMk9jyYCRVRs.jpg,"2019-06-26",231252591,106,Released,Possess them all,Annabelle Comes Home,,
525660,真・三國無双,363.165,false,false,tt7587604,/iJ2HVOZT9Kjayrhy21pbGIJs9ey.jpg,,38504400,null,cn,"In the turbulent late Eastern Han Dynasty. Ambitious Dong Zhuo controls the court and the commonalty, and heroes from all over the country begin to rise.",/7BCTdek5LFHglcgl7shsm7igJAH.jpg,"2021-04-27",3310000,118,Released,null,Dynasty Warriors,,
522406,Flashback,71.24,false,false,tt8372094,/lR7qQNifkq2fNwy681lH3NtmynV.jpg,,0,null,en,"Frederick Fitzell is living his best life—until he starts having horrific visions of Cindy, a girl who vanished in high school. After reaching out to old friends with whom he used to take a mystery drug called Mercury, Fredrick realizes the only way to stop the visions lies deep within his own memories, so he embarks on a terrifying mental odyssey to learn the truth.",/z8DPeAno9IT47gCQBrKqJ9czUyI.jpg,"2021-06-03",26747,97,Released,In the blink of an eye your life can turn upside down,Flashback,,
517088,Being the Ricardos,359.437,false,false,tt4995540,/4wfA61Mi6E8GncUn8ze4w0jz0Za.jpg,,0,https://www.amazon.com/Being-Ricardos-Nicole-Kidman/dp/B09JB21878,en,Follows Lucille Ball and Desi Arnaz as they face a crisis that could end their careers and another that could end their marriage.,/oztBLWdRk5gApYmNdADXvXkLT5m.jpg,"2021-12-10",0,132,Released,A story behind one of the most influential shows of all time.,Being the Ricardos,,
522241,The Courier,157.527,false,false,tt8368512,/3pIqd1hgZ2xqzWEyiYp4blqE9Fi.jpg,,0,https://www.thecouriermovie.com,en,Cold War spy Greville Wynne and his Russian source try to put an end to the Cuban Missile Crisis.,/zFIjKtZrzhmc7HecdFXXjsLR2Ig.jpg,"2021-03-18",24901420,112,Released,Based on the incredible true story of a Welsh businessman turned spy.,The Courier,,
518244,Scandalous Sex,63.219,false,false,tt0783580,null,,0,null,en,"A daughter seeks to restore the reputation of her disgraced father, a wronged college professor. With help of a professional student, she must overcome an ambitious sorority bitch and corrupt college dean.",/l2UWZATSJRwwwx6XUBHQ6jSt4Ka.jpg,"2004-01-01",0,91,Released,null,Scandalous Sex,,
524369,The Many Saints of Newark,246.637,false,false,tt8110232,/hrzoy8vvUrxQixOM11pwW9AX7Bu.jpg,,0,https://www.themanysaintsofnewarkmovie.com,en,"Young Anthony Soprano is growing up in one of the most tumultuous eras in Newark, N.J., history, becoming a man just as rival gangsters start to rise up and challenge the all-powerful DiMeo crime family. Caught up in the changing times is the uncle he idolizes, Dickie Moltisanti, whose influence over his nephew will help shape the impressionable teenager into the all-powerful mob boss, Tony Soprano.",/dVoQSUomKuv12BUpuWTjaPThmyO.jpg,"2021-09-22",11620603,120,Released,Who made Tony Soprano?,The Many Saints of Newark,,
520763,A Quiet Place Part II,267.131,false,false,tt8332922,/z2UtGA1WggESspi6KOXeo66lvLx.jpg,,61000000,https://www.aquietplacemovie.com,en,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.",/4q2hz2m8hubgvijz8Ez0T2Os2Yv.jpg,"2021-05-21",297372261,97,Released,Silence is not enough.,A Quiet Place Part II,,
524216,The Mortuary Collection,50.465,false,false,tt7781432,/tsGSTBl5H8DBLnHc24Teny0Ppc5.jpg,,0,http://www.trapdoorpictures.com/the-mortuary-collection-main,en,"In the phantasmagorical town of Raven`s End, a misguided young girl takes refuge in a decrepit old mortuary. The eccentric undertaker chronicles the strange history of the town through a series of twisted tales, each more terrifying than the last, but the young girl`s world is unhinged when she discovers that the final story... is her own.",/5WXeYnezavNI6hXH74aQYv6yFzj.jpg,"2020-10-08",34265,108,Released,null,The Mortuary Collection,,
524434,Eternals,1631.139,false,false,tt9032400,/lyvszvJJqqI8aqBJ70XzdCNoK0y.jpg,,200000000,https://www.marvel.com/movies/the-eternals,en,"The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind’s most ancient enemy, the Deviants.",/6AdXwFTRTAzggD2QUTt5B7JFGKL.jpg,"2021-11-03",400000000,157,Released,In the beginning...,Eternals,,
522478,Peter Rabbit 2: The Runaway,188.199,false,false,tt8376234,/5HjzYTihkH7EvOWSE7KcsF6pBMM.jpg,,45000000,https://www.peterrabbit-movie.com/,en,"Bea, Thomas, and the rabbits have created a makeshift family, but despite his best efforts, Peter can’t seem to shake his mischievous reputation. Adventuring out of the garden, Peter finds himself in a world where his mischief is appreciated, but when his family risks everything to come looking for him, Peter must figure out what kind of bunny he wants to be.",/cycDz68DtTjJrDJ1fV8EBq2Xdpb.jpg,"2021-03-25",153000000,93,Released,The garden was just the beginning.,Peter Rabbit 2: The Runaway,,
522444,Black Water: Abyss,268.976,false,false,tt7978672,/fRrpOILyXuWaWLmqF7kXeMVwITQ.jpg,,0,null,en,"An adventure-loving couple convince their friends to explore a remote, uncharted cave system in the forests of Northern Australia. With a tropical storm approaching, they abseil into the mouth of the cave, but when the caves start to flood, tensions rise as oxygen levels fall and the friends find themselves trapped. Unknown to them, the storm has also brought in a pack of dangerous and hungry crocodiles.",/pmAv14TPE2vKMIRrVeCd1Ll7K94.jpg,"2020-07-09",0,98,Released,Descend into fear,Black Water: Abyss,,
532321,Re:ゼロから始める異世界生活 Memory Snow,54.617,false,false,tt8565186,/lvmv1kDswTljpS1ojAmVOW1ZoTn.jpg,,0,http://re-zero-anime.jp/,ja,"Subaru and friends finally get a moment of peace, and Subaru goes on a certain secret mission that he must not let anyone find out about! However, even though Subaru is wearing a disguise, Petra and other children of the village immediately figure out who he is. Now that his mission was exposed within five seconds of it starting, what will happen with Subaru`s ""date course"" with Emilia?",/y7XwmyE5ue9hjk65fEWpO2hGU2B.jpg,"2018-10-06",0,60,Released,null,Re:ZERO -Starting Life in Another World- Memory Snow,,
527774,Raya and the Last Dragon,352.117,false,false,tt5109280,/rcUcYzGGicDvhDs58uM44tJKB9F.jpg,,100000000,https://movies.disney.com/raya-and-the-last-dragon,en,"Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and it’s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people.",/lPsD10PP4rgUGiGR4CCXA6iY0QQ.jpg,"2021-03-03",130000000,107,Released,A quest to save her world.,Raya and the Last Dragon,,
527776,Overcomer,66.046,false,false,tt8186318,/5FUwk37dQDRKs6Xxcw5Vcr5FtZZ.jpg,,0,https://www.overcomermovie.com,en,"After reluctantly agreeing to coach cross-country, high school basketball Coach John Harrison helps the least likely runner attempt the impossible in the biggest race of the year.",/rVR3uN1yPRqYBBtNFSrEKCpRhaK.jpg,"2019-08-22",0,119,Released,What do you allow to define you?,Overcomer,,
524047,Greenland,62.394,false,false,tt7737786,/2Fk3AB8E9dYIBc2ywJkxk8BTyhc.jpg,,34000000,http://www.stxfilms.com/greenland/,en,"John Garrity, his estranged wife and their young son embark on a perilous journey to find sanctuary as a planet-killing comet hurtles toward Earth. Amid terrifying accounts of cities getting levelled, the Garritys experience the best and worst in humanity. As the countdown to the global apocalypse approaches zero, their incredible trek culminates in a desperate and last-minute flight to a possible safe haven.",/bNo2mcvSwIvnx8K6y1euAc1TLVq.jpg,"2020-07-29",47800000,120,Released,null,Greenland,,
533535,Deadpool 3,130.341,false,false,tt6263850,/cmjxiHqQL3cwkhb8A1HQBIaLc39.jpg,,0,null,en,null,/1SlhjVF0QYYd3c8fJehGDrFfrQI.jpg,null,0,0,Planned,null,Deadpool 3,,
526896,Morbius,83.757,false,false,tt5108870,/qbDPVqbxFDNYfFWDxzLJ2UCbfvg.jpg,,0,https://www.morbius.movie/,en,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",/6nhwr1LCozBiIN47b8oBEomOADm.jpg,"2022-04-01",0,108,Post Production,The line between hero and villain will be broken.,Morbius,,
523936,Méandre,581.922,false,false,tt5752192,/qOnLuCJDFhRzbWzhpA4aoK75vfY.jpg,,0,null,fr,"After getting a car ride from an unknown man, Lisa wakes up in a tube. On her arm is strapped a bracelet with a countdown. She quickly understands that every 8 minutes, fire burns an occupied section. She has no choice but to crawl into safe sections to survive. To know why she’s there and how to get out, Lisa will have to face the memories of her dead daughter…",/2OTIAx8AmwGCaXmq5ohQCyPUjdC.jpg,"2021-05-26",700000,91,Released,You have just woken up stuck in a pipe full of deadly traps. How far will you go?,Meander,,
522681,Escape Room,57.835,false,false,tt5886046,/mWLljCmpqlcYQh7uh51BBMwCZwN.jpg,,9000000,https://www.escaperoom.movie/,en,"Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.",/8Ls1tZ6qjGzfGHjBB7ihOnf7f0b.jpg,"2019-01-03",155712077,100,Released,Find The Clues Or Die,Escape Room,,
530079,きみと、波にのれたら,110.067,false,false,tt9193612,/vooRKLGVvFRFmx9swcMh26uYZSf.jpg,,0,https://www.fujicreative.co.jp/Portals/0/special/anime/KIMINAMI/,ja,"Hinako is a surf-loving college student who has just moved to a small seaside town. When a sudden fire breaks out at her apartment building, she is rescued by Minato, a handsome firefighter, and the two soon fall in love. Just as they become inseparable, Minato loses his life in an accident at sea. Hinako is so distraught that she can no longer even look at the ocean, but one day she sings a song that reminds her of their time together, and Minato appears in the water. From then on, she can summon him in any watery surface as soon as she sings their song, but can the two really remain together forever? And what is the real reason for Minato`s sudden reappearance?",/byoY2stdullEcVjlaWs1ENXyrDm.jpg,"2019-06-21",0,94,Released,Ride Your Own Wave,Ride Your Wave,,
530915,"1917",50.591,false,false,tt8579674,/tJgmraUAmVlJPlq72yC76tKDyC4.jpg,,100000000,https://www.1917.movie/,en,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",/iZf0KyrE25z1sage4SYFLCCrMi9.jpg,"2019-12-25",374733942,119,Released,Time is the enemy,"1917",,
527641,Five Feet Apart,83.304,false,false,tt6472976,/27ZkYMWynuK2qiDP6awc3MsCaOs.jpg,,7000000,https://www.fivefeetapartfilm.com,en,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There`s an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",/kreTuJBkUjVWePRfhHZuYfhNE1T.jpg,"2019-03-14",91500000,116,Released,"When Life Keeps You Apart, Fight For Every Inch.",Five Feet Apart,,
539140,センコロール コネクト,72.443,false,false,tt3741646,/ksMcPijqq5uayFEUkeJlSYXrrp3.jpg,,0,https://www.cencoroll.com/,ja,"Student Yuki has never seen one of the giant monsters she always hears about on the news and that threaten her city. But when she meets the lethargic Tetsu one day, things change suddenly. Because Tetsu moves around the houses with a creature called Cencoroll, which he can control with mind control and which can transform into a wide variety of objects. But not only Yuki is fascinated by Cencoroll: the boy Shu tries to take Cencoroll from Tetsu with the help of his own telepathy monster, whereupon the four engage in a bitter fight, in which Yuki also intervenes and the entire city is converted into a battle arena.",/2ayrhipQ6wETRZyixZW8UPKztEG.jpg,"2019-06-29",0,75,Released,null,Cencoroll Connect,,
531499,The Tax Collector,88.621,false,false,tt8461224,/zogWnCSztU8xvabaepQnAwsOtOt.jpg,,30000000,https://us.rljentertainment.com/franchise/239186/Tax-Collector-The,en,David Cuevas is a family man who works as a gangland tax collector for high ranking Los Angeles gang members. He makes collections across the city with his partner Creeper making sure people pay up or will see retaliation. An old threat returns to Los Angeles that puts everything David loves in harm’s way.,/3eg0kGC2Xh0vhydJHO37Sp4cmMt.jpg,"2020-08-07",942666,95,Released,Payback comes with interest.,The Tax Collector,,
529106,Майор Гром: Чумной Доктор,192.461,false,false,tt7601480,/pVNXmfZvQKFdUKVYNJxZAiy69DC.jpg,,5000000,http://majorgrom.com/,ru,"Igor Grom is a skilled policeman from St. Petersburg, known for his daring nature and uncompromising attitude towards the criminals of all kinds. Incredible strength, analytical mind and integrity – these qualities make Major Grom the perfect policeman. Working tirelessly, he always pushes through, and meets the challenges standing in the way.",/wnesEmcq7xdw1Rm1Bn6XEFTkenR.jpg,"2021-04-01",4493306,136,Released,null,Major Grom: Plague Doctor,,
537915,After,291.596,false,false,tt4126476,/997ToEZvF2Obp9zNZbY5ELVnmrW.jpg,,14000000,null,en,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa`s guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",/u3B2YKUjWABcxXZ6Nm9h10hLUbh.jpg,"2019-04-11",69497587,106,Released,"After your first, life is never the same.",After,,
537116,"tick, tick… BOOM!",188.224,false,false,tt8721424,/xF11esc6lBItCRkczqR2J0BctAS.jpg,,0,http://ticktickboommovie.com,en,"On the cusp of his 30th birthday, Jonathon Larson, a promising young theater composer, navigates love, friendship, and the pressures of life as an artist in New York City.",/DPmfcuR8fh8ROYXgdjrAjSGA0o.jpg,"2021-11-11",0,121,Released,How much time do we have to do something great?,"tick, tick… BOOM!",,
554594,Koati,278.703,false,false,tt7974634,/6YDUME6C125YRxVEPYebFA2nKRh.jpg,,0,null,en,"A coati, a butterfly and a frog join forces in order to avoid an evil snake that is destroying their homes.",/uTHtqB6fqchXVWQO8kKZ2F7ScXy.jpg,"2021-10-22",0,92,Released,Unidos through whatever,Koati,,
534338,An Interview with God,67.218,false,false,tt5779372,/vwsr9XcUgnzuMkrvVBTfyTRmfDw.jpg,,0,https://aninterviewwithgod.com,en,An up-and-coming journalist finds his world and faith increasingly challenged when he`s granted the interview of a lifetime – with someone who claims to be God.,/d9TeB8VLCgwSph2OSYK3lcHGf1f.jpg,"2018-08-20",0,97,Released,What would you ask?,An Interview with God,,
541524,Passing,67.023,false,false,tt8893974,/l3dsea9EVfgotxu72QRYq4NVMVU.jpg,,0,https://www.netflix.com/title/81424320,en,"In 1920s New York City, a Black woman finds her world upended when her life becomes intertwined with a former childhood friend who`s passing as white.",/jXp6ERnrFdG04Gli3d34GtANsuw.jpg,"2021-10-27",0,98,Released,Nothing is black and white.,Passing,,
542178,The French Dispatch,216.491,false,false,tt8847712,/u4Vm8n0suBYimsUoarqMw5vxNU8.jpg,,25000000,https://www.searchlightpictures.com/thefrenchdispatch/,en,"The quirky staff of an American magazine based in 1970s France puts out its last issue, with stories featuring an artist sentenced to life imprisonment, student riots, and a kidnapping resolved by a chef.",/6JXR3KJH5roiBCjWFt09xfgxHZc.jpg,"2021-10-21",40000000,108,Released,null,The French Dispatch,,
544401,Cherry,118.697,false,false,tt9130508,/uQtqiAu2bBlokqjlURVLEha6zoi.jpg,,40000000,https://tv.apple.com/movie/umc.cmc.40gvwq6hnbilmnxuutvmejx4r,en,"Cherry drifts from college dropout to army medic in Iraq - anchored only by his true love, Emily. But after returning from the war with PTSD, his life spirals into drugs and crime as he struggles to find his place in the world.",/pwDvkDyaHEU9V7cApQhbcSJMG1w.jpg,"2021-02-26",0,140,Released,Life leaves a mark.,Cherry,,
553839,劇場版 幼女戦記,68.383,false,false,tt9507276,/dMcaQp4XfPK11bDeUyj2JOqEY8I.jpg,,0,http://youjo-senki.jp/,ja,"With its armies sweeping across the continent, the Empire seems unstoppable. After securing victory over the remnants of the Republic`s army, the Empire`s ultimate victory is finally within reach. However, dark clouds are gathering in the East. The communist-led Russy Federation is mustering troops on its western border, preparing to enter the war. Supported by a detachment of Allied volunteer magicians—among whom is Mary Sioux, the daughter of a soldier killed by Tanya—the Federation is determined to spread the communist creed and bring the Empire to its knees. Meanwhile, Tanya and her battalion return to the imperial capital from the southern front. Upon their arrival, they are tasked with investigating troop movements on the border with the Federation. Any escalation of violence at this point may lead to new conflicts, plunging the world into a global war. Will the Empire eventually emerge victorious from its struggle, or will it crumble in the face radically different ideologies?",/omEd5EwOo3LJlGtiiYwEZeCqM3E.jpg,"2019-02-08",0,98,Released,null,Saga of Tanya the Evil: The Movie,,
550205,Wish Dragon,186.079,false,false,tt5562070,/4kIRrW1AlHP5Idne8CPHeQt8nR5.jpg,,0,null,en,Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.,/lnPf6hzANL6pVQTxUlsNYSuhT5l.jpg,"2021-01-15",25860000,99,Released,Three magical wishes. One life changing adventure.,Wish Dragon,,
